ProductNo,category,sub_category,product,brand,market_price,rating
72349B,"Kitchen, Garden & Pets",Flask & Casserole,Pacific Steel Insulated Vacuum Flask,BB Home,999,
72741,Beauty & Hygiene,Skin Care,Regenerist - Advanced Anti-Ageing Revitalising Hydration Skin Cream Moisturizer SPF 15,Olay,1399,4.1
72800E,Beauty & Hygiene,Health & Medicine,Cotton Swabs,SINWUAS,69,
79321,Gourmet & World Food,Chocolates & Biscuits,"Tropical Fruit Pudding - Lychee, Mango, Strawberry Flavoured",Cocon,75,4
82484,Beauty & Hygiene,Health & Medicine,Pippali Fruit Powder - Supports Healthy Digestive & Immune System,Bixa Botanical,595,
82567,"Kitchen, Garden & Pets",Kitchen Accessories,Salt & Peeper Shaker Masala Dabbi With Window,Ritu,125,3.2
82582,"Foodgrains, Oil & Masala",Organic Staples,Organic - Triphala Powder,Organic Tattva,99,4.2
82600,Beauty & Hygiene,Bath & Hand Wash,Aeda Glycerine Bathing Bar - Natural Green,K.P. Namboodiris,35,4.7
84031A,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Chicken Cocktail Sausage,Fresho,220,
84077,Beauty & Hygiene,Skin Care,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,Lakme,385,4.5
84249A,Beauty & Hygiene,Health & Medicine,Cotton Pads,Tulips,80,4.4
84347,Gourmet & World Food,Drinks & Beverages,Ashwagandha Powder,NUTRIWISH,400,2.5
84375,Snacks & Branded Foods,Frozen Veggies & Snacks,Frozen - Mixed Vegetables,Safal,110,4.1
84378,"Foodgrains, Oil & Masala",Masalas & Spices,Masala - Kitchen,Aachi,33,5
84519B,"Foodgrains, Oil & Masala",Masalas & Spices,Mustard/Sasive/Rai - Big,bb Royal,50,4.2
84559A,Beauty & Hygiene,Bath & Hand Wash,Ayurvedic Soap,Chandrika ,288,4.4
84568,"Kitchen, Garden & Pets",Storage & Accessories,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324",DP,309,
84569D,Beauty & Hygiene,Fragrances & Deos,Perfume - Youth Dew EDP Spray,Estee Lauder,3500,
84596B,Beauty & Hygiene,Health & Medicine,Cotton Swabs,Tulips,109,4
84596F,Snacks & Branded Foods,Ready To Cook & Eat,Organic Idly - Oats,Aaha Oho,125,
84598,Gourmet & World Food,Cooking & Baking Needs,Red Curry,Real Thai,270,4.4
84692,"Kitchen, Garden & Pets",Crockery & Cutlery,Hareli Kitchen Jar,Pasabahce,502,
84755,Cleaning & Household,All Purpose Cleaners,Heavy Starch - Lemon Fresh Scent,Faultless,285,4.5
84828,Beauty & Hygiene,Fragrances & Deos,United Dreams Go Far Eau De Toilette,United Colors Of Benetton ,1900,5
84879,Beauty & Hygiene,Health & Medicine,Ayurvedic Jamun Powder,Meghdoot,60,
84923,Cleaning & Household,"Disposables, Garbage Bag",So Soft 2 Ply Face Tissue Box,Origami,140,4.1
84946,Fruits & Vegetables,Fresh Fruits,"Pomegranate - Single Serve, Peeled",Fresho,42.5,
84970S,Gourmet & World Food,Cooking & Baking Needs,Stevia Spoonable - Powder,So Sweet,320,3.9
84978,Beauty & Hygiene,Skin Care,Ylang Ylang Essential Oil,Aloe Veda,390,3
84991,"Foodgrains, Oil & Masala",Dals & Pulses,Toor/Arhar Dal,bb Popular,160,
84997A,Baby Care,Feeding & Nursing,Peristaltic Nipple - 'S' Hole,Pigeon Baby,99,
84997B,Beauty & Hygiene,Fragrances & Deos,Fragrance Body Spray - Cool Blue,Park avenue,290,3.5
20733,Beauty & Hygiene,Skin Care,Vitamin C Brightening Peel Off Mask,StBotanica,499,
20777,Beauty & Hygiene,Bath & Hand Wash,Almond & Rose Soap Value Pack,Himalaya,160,4.3
20782,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Yippee Noodles - Magic Masala,Sunfeast,68,4.3
20914,"Foodgrains, Oil & Masala",Dals & Pulses,Fields Of Gold Organic Foxtail Millet,PRISTINE,90,4.5
20931,Gourmet & World Food,"Sauces, Spreads & Dips",Arrabbiata Tomato Pasta Sauce With Chilli,Montanini,325,5
20970,Snacks & Branded Foods,Chocolates & Candies,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",Fabelle,350,4.5
20971,Gourmet & World Food,Drinks & Beverages,Basil Seed Drink - Orange,Fruitoria,99,
20972,Beauty & Hygiene,Skin Care,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),The Face Shop,1500,
20973,Beauty & Hygiene,Men's Grooming,Acno Fight Pimple Clearing Gel,Garnier Men,149,3.3
20978,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Pork Classic Salami,La Carne,225,
20979,Cleaning & Household,Fresheners & Repellents,Gold Flash - Mosquito Repellent Combo Machine & Refill,Good knight,257,4.3
20982,"Kitchen, Garden & Pets",Steel Utensils,Stainless Steel Airtight Storage Container - SL-1401,Steel Lock,269,3.7
20983,Snacks & Branded Foods,Ready To Cook & Eat,Organic Idly Podi - Ginger,Aaha Oho,75,3.9
20985,Gourmet & World Food,Drinks & Beverages,Whisky Cocktail Mixers - 100% Natural,Swa Artisanal Syrups,1200,
20986,Beauty & Hygiene,Skin Care,Family Sunscreen Lotion SPF 25,INATUR ,420,1
21000,Gourmet & World Food,Oils & Vinegar,Japanese Cooking Rice-Wine,Urban Platter,500,1
21012,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Coated Green Peas - Wasabi,Cornitos,110,4.1
21015,"Foodgrains, Oil & Masala",Rice & Rice Products,Charminar Basmati Rice/Basmati Akki - Select,Kohinoor,569,3.9
21026,Snacks & Branded Foods,Biscuits & Cookies,Hide & Seek Choco Rolls,Parle,50,4.3
21035,Beauty & Hygiene,Hair Care,"Hair Fall Control Kit - Oil, Shampoo & Serum",Dr Batra's ,1050,5
21064,Beauty & Hygiene,Men's Grooming,"Anti-Acne Face Cleanser - With Salyclic Acid, For Oily Skin",Bombay Shaving Company,295,3
21065,Gourmet & World Food,Cooking & Baking Needs,Gluten-Free Moong Dal Cheela/Dosa Mix,Graminway,259,4.2
21098,"Kitchen, Garden & Pets",Cookware & Non Stick,Milk Boiler - Aluminium,Le Kaviraj,732,2.5
21123,Gourmet & World Food,Drinks & Beverages,"Green Tea - Pure, Bio-Degradable",Tealia,297,
21125,"Kitchen, Garden & Pets",Storage & Accessories,Cube Storage Glass Jar,Treo,370,4.4
21126,Beauty & Hygiene,Fragrances & Deos,M1 Perfume Spray - For Men,Engage,420,4.3
21137,Gourmet & World Food,Drinks & Beverages,Tulsi Mulethi Green Tea,Karma Kettle,300,
21154,"Kitchen, Garden & Pets",Kitchen Accessories,Nicer Dicer,IRICH,1195,2.6
21158,"Foodgrains, Oil & Masala",Masalas & Spices,Masala - Punjabi Chhole,Tata Sampann,33,4.3
21162,"Eggs, Meat & Fish","Sausages, Bacon & Salami","Pork - Fresh Bacon, Sliced",Fresho Signature,400,
21166,Beauty & Hygiene,Oral Care,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,Colgate,258,
21172,Baby Care,Feeding & Nursing,Silicone Feeding Nipple/Teat Regular Neck - Size XL,Vauva,150,
21174,"Kitchen, Garden & Pets",Storage & Accessories,"Microwaveable Plastic Multiutility Bowl - Yellow, New Coral, L2272 YL",Princeware,38,3.6
21175,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Chicken Jalapeno Cheese Nuggets,Meatzza,300,
21200,Beauty & Hygiene,Skin Care,Milk Delights Face Wash With Honey For Dry Skin,Nivea,90,4.2
21201,Beauty & Hygiene,Skin Care,Instaglow Oxygen Bleach,Vlcc,70,4.1
21212,Beverages,Energy & Soft Drinks,Soft Drink - Lime Flavoured,Sprite,40,4.3
21213,Gourmet & World Food,Drinks & Beverages,Coffee Creamer - Coffee-Mate,Nestle ,425,
21220,Cleaning & Household,Bins & Bathroom Ware,Royce Premium High Quality Pedal Plastic Dustbin / Garbage Bin - Blue,MVS,265,2.8
21224,Beauty & Hygiene,Hair Care,Khaas Shampoo Bar - Heena Amla,Stonesoup,295,
21232,"Kitchen, Garden & Pets",Crockery & Cutlery,Bubble Glass,Seven seas,1041,
21257,"Kitchen, Garden & Pets",Crockery & Cutlery,Dazzle Livid Lilac Dinner Set - White,Cello,1895,3.8
21258,Beauty & Hygiene,Health & Medicine,Dhanwantharam Kwath,Kerala Ayurveda,140,
21259,"Kitchen, Garden & Pets",Storage & Accessories,Suzzan Glass Bottle With Blue Cap,Treo,290,
21313,Cleaning & Household,Detergents & Dishwash,Henko Detergent Bar - Stain Care 250 gm + Mr. White Detergent Powder 1 kg Pouch,bb Combo,95,
21314,Beverages,Tea,Tea - English Breakfast,Typhoo,195,4.5
21328,Snacks & Branded Foods,Breakfast Cereals,Rolled Oats - Gluten Free + Gluten Free - Steel Cut Oats (each 500 g),True Elements,400,
21329,Gourmet & World Food,Chocolates & Biscuits,"Wafer Roll - Twister, Black With Vanilla Flavoured Cream",Delfi,275,
21356,Snacks & Branded Foods,Breakfast Cereals,Steel Cut Oats,NUTRIWISH,650,3.5
21378,Fruits & Vegetables,Fresh Vegetables,Zucchini - Green,Fresho,62.5,
21379,Gourmet & World Food,Tinned & Processed Food,Green Sliced Olives,Habit,200,4
21383,Snacks & Branded Foods,Ready To Cook & Eat,Ready To Eat - Khatta Meetha Poha,MTR,60,4.1
21402,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Roasted Soyanuts - Wasabi,FabBox,185,
21408,Beauty & Hygiene,Skin Care,Radiance Boost Orange Aroma Mask,Organic Harvest,125,2.5
21411,"Bakery, Cakes & Dairy",Cakes & Pastries,Muffin/Cup Cake Vanilla 200 g + Choco Chip 200 g (Pack of 4 each),Fresho Signature,318,
21467,Snacks & Branded Foods,Snacks & Namkeen,Masala Oats - Veggie Twist,Saffola,195,4.2
21471,Beauty & Hygiene,Skin Care,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,Soft Touch,475,4.5
21479,Beauty & Hygiene,Skin Care,Sunblock Lotion,Aroma Magic ,210,4.1
21481,"Kitchen, Garden & Pets",Steel Utensils,Copper Water Fliptop Bottle - Stripes,Frestol,1299,2.4
21484,Beauty & Hygiene,Fragrances & Deos,For Men Evolution Eau De Toilette,Jaguar,3300,
21485,Beauty & Hygiene,Hair Care,"Long & Black Shampoo - With Goodness Of Amla & Bhringraj, For Shiny, Black Hair",Dabur Vatika,190,4.2
21494,Beauty & Hygiene,Oral Care,Toothpaste - Complete Care,Neem ,80,4.3
21506,Gourmet & World Food,Oils & Vinegar,Olive Oil - Pomace,Oleiva Gold,3330,3.5
21507,"Kitchen, Garden & Pets",Crockery & Cutlery,Glass Set - Solo Shot Bar,Ocean,888,
21508,Beauty & Hygiene,Hair Care,Bonacure Conditioner - Repair Rescue,Schwarzkopf Professional,900,5
21509,Gourmet & World Food,"Sauces, Spreads & Dips",Vegan Chipotle Mayo - Dairy-Free,Urban Platter,350,3.4
21528,Fruits & Vegetables,Fresh Fruits,Blueberry,Fresho,418.75,
21544,Gourmet & World Food,Cooking & Baking Needs,"Oregano - Organic, USDA Certified",Geo-Fresh,99,4.2
21558,Gourmet & World Food,"Sauces, Spreads & Dips",Chunky Salsa - Mild,Cornitos,165,
21559,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Multigrain Energy Bar - Nuts n Seed,Yoga bar,40,4
21615,Beauty & Hygiene,Oral Care,Active Fresh Gel Toothpaste,Himalaya,50,4.3
21616,Beauty & Hygiene,Skin Care,Hydro Replenish Radiance Day Cr̬me with SPF 15,Kaya Youth,149,4.3
21620,Beauty & Hygiene,Hair Care,Anti-Hair Fall Shampoo,Himalaya,130,4.2
21642,Baby Care,Baby Food & Formula,"Cereal - Ragi, Rice & Mango With Milk",Slurrp Farm,300,4
21648,"Foodgrains, Oil & Masala",Masalas & Spices,Fenugreek/Methi/Menthya,bb Popular,30,4.1
21650,Beauty & Hygiene,Hair Care,Hair Spa Oil Therapy,Prakrta,390,5
21675,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Sauce - Bhut Jolokia, Sweet Chilli",ENE,225,5
21677,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Dry Fruit Mixed Chatpata,Fresho Signature,215,
21678,"Foodgrains, Oil & Masala",Organic Staples,Organic Coriander Powder,24 Mantra,48,4.1
21680,"Kitchen, Garden & Pets",Steel Utensils,Stainless Steel Induction Base Tope,Vinod,435,4.1
21703,"Kitchen, Garden & Pets",Pet Food & Accessories,"Adult Cat Food Pocket Tuna 7 kg + Wet Meal Tuna In Jelly, for Adult Cat 1.02 kg",Whiskas,2220,
21704,"Eggs, Meat & Fish","Sausages, Bacon & Salami","Pork - Mortadella with Olives, Sliced",Fresho Signature,456,
21716,Snacks & Branded Foods,Pickles & Chutney,Andhra Special Allam/Ginger Pickle,Delight Foods,210,2
21718,Baby Care,Diapers & Wipes,New Dry Diapers - Medium,Huggies,425,3.8
21724,Snacks & Branded Foods,Breakfast Cereals,Fruit N Fibre Muesli - Mixed Fruit,Bagrrys,320,4.3
21731,"Eggs, Meat & Fish",Fish & Seafood,Basa Fish - Fillet Family Pack,Seastar,499,
21739,Gourmet & World Food,Tinned & Processed Food,Baby Corn - Sweet & Sour,Hugo Reitzel ,715,5
21774,"Bakery, Cakes & Dairy",Dairy,Kool - Badam,Amul,20,4.2
21786,Gourmet & World Food,Chocolates & Biscuits,Creamy Crackers - Original,Sapphire,180,4.3
21787,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Dried - Cranberries 200G + Prunes 200G + Apricots  200G + Blueberries 150G,Happilo,1280,
21790,Snacks & Branded Foods,Breakfast Cereals,Milly Magic Chocolate Balls - Gluten Free,Schar,485,4
21791,Gourmet & World Food,Cereals & Breakfast,Millet Based Nutrition Bar - Classic,Ah!rogya Bar,20,4
21808,Cleaning & Household,All Purpose Cleaners,"Bathroom Cleaner - Liquid, Hand Made",Wild Ideas,120,3.5
21810,"Foodgrains, Oil & Masala",Dals & Pulses,Kodo Millet Rice - Pesticide Free,Safe Harvest,85,4.1
21812,Beverages,Fruit Juices & Drinks,Amla Juice,Patanjali,220,
21813,Gourmet & World Food,Dairy & Cheese,Cheddar - English,Dairy Craft,530,
21822,Beauty & Hygiene,Oral Care,Power - Fresh Breath Fluoride Toothpaste 100 g + Sensitive Toothpaste 80 g,Clove,240,
21828,Gourmet & World Food,Chocolates & Biscuits,"Matcha Moringa Bar Bites - Mini, Gluten-free, Vegan",She made,168,
21832,Beverages,Fruit Juices & Drinks,Sugar Free Juice - Lemon Ginger Squash,Diabetics Dezire,330,
21833,Beauty & Hygiene,Bath & Hand Wash,Wipeout Germ Killing Soap,MyGlamm,69,4
21871,Gourmet & World Food,Cooking & Baking Needs,Jelly Crystal - Raspberry,Puramate,45,4.4
21874,Beverages,Tea,Black Tea,Tetley,155,4.3
21876,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Grainy Delight,Nutriplate,150,
21879,Cleaning & Household,"Mops, Brushes & Scrubs","Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Liao,299,4.3
21889,Beauty & Hygiene,Health & Medicine,Amla Churna,Dabur,80,
21890,Beauty & Hygiene,Skin Care,Professional Herbal Orange Facial Massage Cream,Olivia,225,
21892,Gourmet & World Food,"Sauces, Spreads & Dips",Eggless Mayonnaise Dip,HappyChef,149,
21900,Gourmet & World Food,Drinks & Beverages,Nilgiri Green Tea - Yakuso Tulsi,Teamonk,750,
21901,Gourmet & World Food,"Sauces, Spreads & Dips","Peri Peri Sauce - Bird Eye Chili, Hot & Tangy",Habanero,179,4.1
21902,Beauty & Hygiene,Feminine Hygiene,"Menstrual Cup - Wings, Pratham",Stonesoup,489,
21905,"Bakery, Cakes & Dairy",Dairy,Wonderz Milk Fruit N Milk - Mango,Sunfeast,35,4.1
21906,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Cow Ghee/Tuppa,Himalayan Natives,540,3.4
21914,"Foodgrains, Oil & Masala",Organic Staples,"Organic - Black Cardamom Ealachi, Whole",bb Royal,47,4
21916,Snacks & Branded Foods,Chocolates & Candies,Ultimate Choco Berry,RiteBite Max Protein,950,4.9
21930,"Kitchen, Garden & Pets",Steel Utensils,Steel Belly Shape Storage Dabba/ Container Set With PP Lid - Silver & Blue,Jensons,995,3.8
21931,"Bakery, Cakes & Dairy",Dairy,Kool - Koko,Amul,120,4.3
21932,Gourmet & World Food,Oils & Vinegar,"Apple Cider Vinegar - With Mother, Unfiltered & Unpasteurized",TrueNature,500,5
21934,Beauty & Hygiene,Fragrances & Deos,Dare Deodorant Spray - Men,Kamasutra,210,3.9
21935,"Kitchen, Garden & Pets",Cookware & Non Stick,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),Prestige,2290,3.3
21936,Beauty & Hygiene,Skin Care,Hydrating Body Lotion,Nutrinorm,349,4
21942,Snacks & Branded Foods,Breakfast Cereals,Nuts & Seeds Bar,RiteBite Max Protein,40,3.8
21945,Gourmet & World Food,"Snacks, Dry Fruits, Nuts","Nacho Chips - Cheese With Herbs, No Onion, No Garlic",Makino,70,4.2
21947,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Pistachio,Rostaa,480,
21949,Beauty & Hygiene,Men's Grooming,7 O Click - Permasharp Stainless Blade,Gillette,22,4.1
21967,Beauty & Hygiene,Bath & Hand Wash,Classic Sandalwood & Tulsi Hand Wash,Santoor,209,3.8
21976,"Kitchen, Garden & Pets",Crockery & Cutlery,Chai/Stainless Steel Cups - For The Love Of Tea,Hot Muggs,395,
21977,Cleaning & Household,Pooja Needs,Brass Karpoor Arti - No.2,Trm,225,3.8
21980,Beauty & Hygiene,Feminine Hygiene,Nikhaar Hair Removal Cream For All Skin Types,Veet,82,4.1
21981,Beauty & Hygiene,Skin Care,Original Care Lip Balm For 24h Moisture With Shea Butter & Natural Oils,Nivea,140,4.3
21982,"Kitchen, Garden & Pets",Flask & Casserole,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",Milton,910,3.5
21983,Beauty & Hygiene,Skin Care,Sunspray Sunscreen SPF 30,INATUR ,450,
21984,Cleaning & Household,All Purpose Cleaners,Vastu Combo Pack - Floor Cleaner + toilet cleaner,Runaway,319,3.6
21986,"Kitchen, Garden & Pets",Flask & Casserole,"Water Flask - Insulated Thermosteel, Flip Lid , Silver",Milton,1095,4.2
21989,Fruits & Vegetables,Organic Fruits & Vegetables,Drumstick - Organically Grown,Fresho,16.25,
21990,Beauty & Hygiene,Men's Grooming,Up Or Down Eau De Toilette Deodorant - For Man,Nike,279,
21993,Beauty & Hygiene,Skin Care,"Ultra Healing - Extra Dry Skin Moisturiser With Vitamin C, E & B5",Jergens,329,2
22024,"Foodgrains, Oil & Masala",Masalas & Spices,"Organic, Fennel /Saunf/Sompu Powder",bb Royal,25,4.1
22025,"Kitchen, Garden & Pets",Kitchen Accessories,Coconut Braker - Big,Kvg,169,3
22026,Snacks & Branded Foods,Chocolates & Candies,Truffel - Caramel,Dukes,200,3.7
22027,Beauty & Hygiene,Hair Care,Conditioner - Hair Repair,Richfeel,161,
22028,"Kitchen, Garden & Pets",Storage & Accessories,"Stainless Steel Water Bottle - Blue, BB506 3",DP,470,
22029,Beauty & Hygiene,Fragrances & Deos,Mischief Avatar Deodorant & Body Spray Perfume For Men,Set Wet,199,3.8
22031,Beauty & Hygiene,Skin Care,Skin Fruits Fruit Moisturising Body Lotion,Joy,81,4.1
22037,Cleaning & Household,All Purpose Cleaners,Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,Corsafe Advance,100,
22064,"Foodgrains, Oil & Masala",Rice & Rice Products,Basmati Rice/Basmati Akki - Rozana Super 90,Daawat ,390,3.9
22065,"Bakery, Cakes & Dairy",Dairy,Milk power Frappe Milkshake - Belgian Chocolate,Real,30,4.2
22068,Snacks & Branded Foods,"Spreads, Sauces, Ketchup","Peanut Butter - Unsweetened, Crunchy",Happy Jars,275,3.8
22070,"Foodgrains, Oil & Masala",Masalas & Spices,Salem Turmeric Powder/Arisina Pudi,Orika,33,4.4
22071,Beauty & Hygiene,Fragrances & Deos,Body Fragrance - Alexander,Park avenue,199,4.3
22074,"Kitchen, Garden & Pets",Steel Utensils,"Steel Storage/Lunch Container- No.1, Blue, Klip It",Joyo Steel,119,3.1
22075,Fruits & Vegetables,Fresh Vegetables,Ladies Finger,Fresho,35,
22076,Gourmet & World Food,Drinks & Beverages,Aloe Vera Juice - Purifies Blood & Boosts Immunity,Jiva Ayurveda,220,1
22083,Cleaning & Household,Party & Festive Needs,"Balloon - Polka Dot, 12 Inch",B Vishal,129,3.9
22085,Cleaning & Household,Stationery,School/Stationery Kit,BIC Cello,49,4.1
22086,Beauty & Hygiene,Skin Care,Face Wash - White Tea & Chamomile,Aroma Magic ,185,4.2
22091,Cleaning & Household,All Purpose Cleaners,Bathroom Cleaner,PureCult,299,4
22099,"Kitchen, Garden & Pets",Crockery & Cutlery,Imperial Desert Set - Aqua Leaves,Cello,625,2.8
22104,"Kitchen, Garden & Pets",Storage & Accessories,Solitaire Storage Transparent Pet Container Set - Green Lid,Steelo,969,4.2
22106,Gourmet & World Food,Oils & Vinegar,Organic Cold Pressed Virgin Coconut Oil,GoodDiet,365,4.4
22107,Beverages,Fruit Juices & Drinks,DiaFree Juice,Kapiva Ayurveda,420,
22108,Beauty & Hygiene,Bath & Hand Wash,Hand Wash Rose & Geranium - Anti Bacterial,Morpheme Remedies,349,5
22109,Snacks & Branded Foods,Snacks & Namkeen,Namkeen - Flattend Rice Mixture,Sln  ,38,4
22110,"Kitchen, Garden & Pets",Storage & Accessories,Borosilicate Glass Rectangular Food Container With Green Lid,BB Home,339,
22111,Beauty & Hygiene,Hair Care,Black Naturals,Garnier,39,4.2
22112,Gourmet & World Food,Cooking & Baking Needs,Sorghum Rava/ Semolina,Dhatu Organics & Naturals,80,4.4
22114,Beauty & Hygiene,Oral Care,Sensitive Toothpaste - Fresh Mint,Sensodyne,230,4.3
22116,Cleaning & Household,All Purpose Cleaners,Floor Cleaner - Lime,Floroma,70,3.8
22121,Beauty & Hygiene,Hair Care,Hair Serum - Anti-Dandruff,Aroma Magic ,750,1
22123,Beauty & Hygiene,Health & Medicine,"Face Mask 3-Layer Surgical - Disposable, Anti-Dust & Anti-Pollution, With Earloop",Octus,99,3.5
22124,Beauty & Hygiene,Health & Medicine,Veda Keto-Slim Ultra Weight Loss,Vedapure,1699,
22129,"Foodgrains, Oil & Masala",Rice & Rice Products,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",bb Royal,745,
22134,Fruits & Vegetables,Fresh Vegetables,Tapioca,Fresho,21.25,
15036,"Foodgrains, Oil & Masala",Organic Staples,Organic - Kalonji,Organic Tattva,50,4.2
15039,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Savoury - Pizza,Miaow Miaow,190,
15058C,"Kitchen, Garden & Pets",Crockery & Cutlery,Water/Juice Glass Tumbler - Volvic 3303,Roxx,425,
16218,"Foodgrains, Oil & Masala",Organic Staples,Red Poha,Turn Organic ,80,4
16225,Beauty & Hygiene,Skin Care,Brightening Serum,Kaya Clinic,1450,4
16235,"Kitchen, Garden & Pets",Storage & Accessories,Ivory Glass Bottle - Orange & Yellow Floral,Treo,190,
16237,Beauty & Hygiene,Fragrances & Deos,Sheer Perfume For Women - EDP,Skinn by Titan,1595,4.4
17038,"Kitchen, Garden & Pets",Pet Food & Accessories,Dog Treats - Diced Chicken,Chip Chops,195,
